,id,lot_front,lot_area,overall_qual,age,remod_age,exter_qual,bsmt_qual,heating_qc,total_bsmt_sf,1st_flr_sf,gr_liv_area,kitchen_qual,garage_finish,fireplace_qu,total_bsmt_sf_class,neighborhood_class,gr_liv_area_class,sale_price,garage_area,bsmtfin_sf1,tot_rms_abv_grd
1532,1819,64.0,6285,5,30,30,3,4,3,894.0,894,894,3,1,0,0,0,0,120750.0,308.0,138.0,5
1533,23,69.05520046484602,7500,7,10,10,4,4,5,814.0,814,1674,4,2,0,0,0,0,216000.0,663.0,533.0,7
1534,2289,21.0,2001,4,37,37,3,3,2,546.0,546,1092,3,1,0,0,0,0,75000.0,286.0,0.0,6
1535,1156,95.0,19508,6,34,34,3,3,3,1430.0,1430,1430,3,1,3,0,0,0,192000.0,484.0,800.0,6
1536,2717,69.05520046484602,7176,6,28,28,3,3,2,960.0,1040,1040,3,1,2,0,0,0,160500.0,616.0,794.0,6
1537,2101,91.0,10652,7,1,0,4,4,5,1494.0,1494,1494,4,2,4,0,0,0,279500.0,840.0,0.0,7
1538,1377,69.05520046484602,11235,5,45,45,3,4,3,981.0,1075,1075,4,1,0,0,0,0,148000.0,440.0,784.0,6
1539,1381,68.0,10265,5,41,3,3,3,5,992.0,992,992,4,2,0,0,0,0,145000.0,294.0,758.0,6
1540,2502,69.05520046484602,14541,8,13,13,4,4,5,1338.0,1352,2520,4,2,3,0,1,0,310000.0,796.0,1012.0,10
1541,2609,83.0,10184,6,43,43,3,3,3,1083.0,1146,1146,3,1,4,0,0,0,165000.0,294.0,580.0,6
1542,505,52.0,46589,8,15,4,4,4,5,1629.0,1686,2448,4,2,3,0,1,0,402000.0,711.0,1361.0,8
1543,1126,85.0,10625,7,3,3,4,4,5,1026.0,1026,1958,4,3,4,0,0,0,250000.0,936.0,0.0,9
1544,2914,21.0,1470,4,36,36,3,4,3,630.0,630,630,3,0,0,0,0,0,73000.0,0.0,522.0,3
1545,393,60.0,9000,5,35,35,3,4,3,896.0,896,1792,3,0,0,0,0,0,136000.0,0.0,0.0,8
1546,2405,48.0,5911,9,1,1,5,5,5,1560.0,1565,1565,5,2,4,0,1,0,282500.0,556.0,472.0,6
1547,67,73.0,8987,8,5,4,4,4,5,1595.0,1595,1595,4,2,4,0,0,0,221500.0,880.0,0.0,6
1548,2227,69.05520046484602,17871,4,12,11,3,4,4,1680.0,1680,1680,4,1,0,0,0,0,170000.0,628.0,0.0,7
1549,669,77.0,11500,6,42,42,2,3,4,1040.0,1040,1040,3,2,1,0,0,0,163000.0,480.0,872.0,6
1550,1772,65.0,12257,8,12,12,4,4,5,1318.0,1328,2531,4,2,3,0,1,0,290000.0,752.0,56.0,9
1551,1775,82.0,9044,8,11,10,4,4,5,1325.0,1335,2538,4,2,3,0,1,0,330000.0,933.0,1225.0,8
1552,403,21.0,1680,6,36,36,3,3,3,483.0,483,987,3,1,0,0,0,0,111000.0,264.0,254.0,5
1553,2792,45.0,9468,6,7,7,3,4,5,840.0,840,1755,3,2,3,0,0,0,214000.0,530.0,639.0,7
1554,1247,102.0,9373,5,55,55,3,3,3,1152.0,1152,1152,3,1,0,0,0,0,137500.0,636.0,500.0,6
1555,384,70.0,7000,7,6,6,4,4,5,926.0,1016,1884,5,2,5,0,0,0,240900.0,581.0,622.0,7
1556,91,107.0,10186,7,18,18,4,4,5,750.0,1061,1923,4,2,3,0,1,0,190000.0,564.0,674.0,8
1557,863,90.0,11664,7,7,7,4,4,5,1569.0,1611,1611,4,2,0,0,0,0,250000.0,1231.0,1234.0,6
1558,1857,90.0,10768,5,31,3,4,4,3,1437.0,1437,1437,4,2,2,0,0,0,218000.0,528.0,1157.0,6
1559,1870,78.0,10530,7,14,14,4,4,5,1148.0,1091,2075,4,1,4,0,0,0,255000.0,473.0,819.0,8
1560,2318,50.0,14859,7,0,0,4,4,5,1670.0,1670,1670,4,2,4,0,0,0,240000.0,690.0,0.0,7
1561,2100,93.0,10481,8,1,0,4,4,5,2140.0,2140,2140,4,3,0,1,0,0,360000.0,894.0,0.0,8
1562,1213,85.0,9350,5,43,9,3,3,4,1219.0,1265,1265,4,2,4,0,0,0,179900.0,502.0,633.0,6
1563,2046,138.0,18030,5,61,13,3,3,3,1598.0,1636,3086,5,0,4,0,0,1,200500.0,0.0,152.0,12
1564,710,50.0,5925,3,99,59,3,3,2,600.0,600,968,3,0,0,0,0,0,37900.0,0.0,0.0,6
1565,2268,69.05520046484602,6718,8,6,6,4,5,5,1267.0,1312,1312,4,1,0,0,0,0,180500.0,471.0,250.0,5
1566,816,69.05520046484602,11855,7,9,9,3,5,5,1168.0,1168,2787,3,3,3,0,0,1,269500.0,820.0,820.0,8
1567,1616,69.05520046484602,12394,7,4,4,4,4,5,847.0,847,1733,4,3,4,0,0,0,225000.0,433.0,0.0,7
1568,2233,50.0,7000,6,67,57,3,3,4,720.0,720,1215,4,3,0,0,0,0,141000.0,720.0,375.0,6
1569,439,87.0,10367,9,1,1,5,5,5,1739.0,1743,1743,5,2,4,1,1,0,335000.0,927.0,1015.0,8
1570,260,38.0,15240,5,33,6,4,4,5,1026.0,1026,1026,3,1,0,0,0,0,150000.0,308.0,198.0,5
1571,2523,68.0,50271,9,25,19,4,5,4,1842.0,1842,1842,4,3,4,1,0,0,385000.0,894.0,1810.0,5
1572,627,85.0,13600,7,44,19,3,3,3,768.0,1186,1986,3,1,2,0,0,0,205000.0,486.0,454.0,7
1573,251,64.0,6762,7,4,4,4,4,5,1187.0,1208,1208,4,2,0,0,0,0,206000.0,632.0,686.0,6
1574,2163,63.0,8500,7,3,3,4,4,5,1422.0,1422,1422,4,2,0,0,0,0,179600.0,626.0,0.0,7
1575,2819,67.0,8877,4,55,55,3,2,3,836.0,1220,1220,3,1,0,0,0,0,102000.0,396.0,836.0,6
1576,1025,69.05520046484602,15611,5,31,31,3,4,3,1126.0,1126,1126,5,2,0,0,0,0,175000.0,540.0,767.0,6
1577,2592,70.0,13300,5,50,5,3,3,4,1015.0,1384,1384,3,1,0,0,0,0,159000.0,896.0,494.0,6
1578,1491,65.0,6500,6,32,32,3,3,3,1127.0,1127,1127,3,1,1,0,0,0,135000.0,480.0,1033.0,6
1579,2742,75.0,9525,6,52,34,3,3,4,994.0,1216,1855,3,1,0,0,0,0,136900.0,325.0,444.0,7
1580,2497,65.0,6993,5,45,12,3,3,3,912.0,1236,1236,3,1,3,0,0,0,135000.0,288.0,465.0,6
1581,495,82.0,9430,8,10,10,4,4,5,1252.0,1268,2365,4,2,4,0,1,0,337000.0,856.0,1163.0,8
1582,2528,69.05520046484602,11029,6,38,22,3,3,3,1054.0,1512,2654,4,1,4,0,0,1,250000.0,619.0,619.0,9
1583,1033,69.05520046484602,14311,8,12,12,4,4,5,1236.0,1236,2340,4,2,4,0,0,0,306000.0,787.0,1023.0,9
1584,764,60.0,10800,5,22,21,3,4,3,1200.0,1200,1200,3,0,0,0,0,0,179000.0,0.0,1200.0,5
1585,1165,34.0,3604,7,1,1,4,4,5,689.0,703,1392,4,1,0,0,0,0,146000.0,540.0,0.0,5
1586,2037,60.0,10320,6,92,57,3,3,4,1138.0,1138,2180,3,1,4,0,0,0,161000.0,720.0,375.0,7
1587,113,69.05520046484602,10603,6,33,9,3,3,4,1610.0,1610,1610,4,2,3,0,0,0,205000.0,480.0,1200.0,6
1588,1572,42.0,4084,7,22,22,4,4,4,1277.0,1501,1501,4,3,3,0,0,0,241500.0,512.0,893.0,6
1589,2052,61.0,7943,4,46,46,3,3,4,1029.0,1029,1029,3,1,0,0,0,0,118500.0,261.0,903.0,5
1590,2702,92.0,6930,5,48,48,3,3,5,1062.0,1352,1352,4,1,0,0,0,0,130000.0,288.0,300.0,6
1591,1981,60.0,7200,5,67,57,3,3,5,808.0,1072,1072,3,1,4,0,0,0,130000.0,379.0,0.0,5
1592,2335,82.0,16052,10,0,0,5,5,5,1850.0,1850,2698,5,2,4,1,1,1,535000.0,736.0,1206.0,11
1593,563,65.0,7150,5,47,47,3,3,4,912.0,912,912,3,1,0,0,0,0,123000.0,252.0,140.0,6
1594,1502,65.0,6012,4,53,53,3,0,3,0.0,1152,1152,3,0,0,0,0,0,82000.0,0.0,0.0,6
1595,1310,53.0,5350,7,88,43,3,3,5,624.0,730,1450,3,1,0,0,0,0,132000.0,288.0,116.0,7
1596,2598,60.0,5400,5,85,38,3,3,5,1073.0,1073,1073,3,1,0,0,0,0,108480.0,326.0,0.0,4
1597,2715,69.05520046484602,9535,5,39,39,3,3,3,1176.0,1458,1458,3,1,3,0,0,0,165000.0,512.0,194.0,7
1598,1810,65.0,7441,7,1,1,4,4,5,1461.0,1486,1486,4,2,0,0,0,0,181000.0,566.0,0.0,7
1599,778,88.0,15400,5,48,48,3,3,3,552.0,904,1774,3,1,3,0,0,0,165000.0,384.0,0.0,8
1600,339,68.0,10544,5,41,41,3,3,3,864.0,864,1479,3,3,0,0,0,0,161000.0,275.0,476.0,8
1601,2460,85.0,10936,8,0,0,4,4,5,1504.0,1504,1504,4,3,0,0,0,0,199000.0,510.0,0.0,7
1602,320,80.0,11316,7,8,7,4,4,5,817.0,824,1894,4,3,4,0,0,0,214900.0,510.0,624.0,8
1603,2461,72.0,8640,8,0,0,4,4,5,1278.0,1278,1278,4,2,0,0,0,0,198600.0,584.0,24.0,5
1604,2449,93.0,12090,8,8,8,4,4,4,1141.0,1165,2263,4,3,3,0,1,0,258000.0,420.0,0.0,10
1605,817,69.05520046484602,7939,7,9,9,3,5,5,1168.0,1168,2787,3,3,3,0,0,1,269500.0,820.0,820.0,8
1606,1096,69.05520046484602,7750,7,6,6,4,4,5,707.0,707,1414,4,3,4,0,0,0,176000.0,403.0,0.0,6
1607,1893,85.0,9350,6,43,16,3,4,5,1302.0,1302,1302,4,2,0,0,0,0,158000.0,309.0,270.0,7
1608,479,69.05520046484602,7750,8,7,7,4,4,5,408.0,779,1419,4,3,3,0,0,0,184100.0,527.0,353.0,7
1609,1657,128.0,13001,6,36,36,3,3,3,1625.0,1220,1220,3,1,3,0,0,0,170000.0,944.0,492.0,6
1610,937,69.05520046484602,13607,6,23,23,3,3,4,572.0,1182,1982,3,3,3,0,0,0,208000.0,501.0,454.0,6
1611,879,69.05520046484602,4435,6,6,6,4,4,5,848.0,848,848,4,3,0,0,0,0,140000.0,420.0,685.0,4
1612,945,44.0,3843,8,2,1,5,5,5,1596.0,1648,1648,5,3,4,0,0,0,230000.0,482.0,1476.0,5
1613,1010,65.0,5950,8,19,19,4,4,4,1337.0,1337,1337,4,2,3,0,1,0,188500.0,462.0,319.0,5
1614,2861,80.0,12400,5,66,56,3,4,3,901.0,1125,1717,3,1,4,0,0,0,194000.0,410.0,602.0,7
1615,1245,75.0,10425,5,52,50,3,3,4,1104.0,1104,1104,3,2,0,0,0,0,133000.0,384.0,774.0,5
1616,854,69.05520046484602,16269,5,31,31,3,4,3,907.0,907,907,3,1,0,0,0,0,140000.0,343.0,625.0,5
1617,1437,68.0,8998,7,8,8,4,4,5,782.0,782,1652,4,2,0,0,0,0,207500.0,532.0,527.0,6
1618,586,80.0,10400,6,42,12,3,3,4,932.0,1271,2640,4,2,3,0,0,1,256900.0,515.0,0.0,8
1619,1947,60.0,10134,5,67,57,3,3,4,735.0,735,1034,3,1,0,0,0,0,109000.0,240.0,0.0,5
1620,815,64.0,7007,5,30,30,3,0,3,0.0,1513,1513,3,1,0,0,0,0,113722.0,400.0,0.0,8
1621,831,78.0,11645,8,4,3,4,5,5,1498.0,1498,1498,4,3,4,0,0,0,237000.0,844.0,24.0,7
1622,1919,60.0,8250,5,44,44,3,3,4,1053.0,1053,1053,4,2,0,0,0,0,142100.0,692.0,288.0,6
1623,2306,69.05520046484602,11027,6,52,52,3,3,4,1178.0,1293,1293,3,2,0,0,0,0,149900.0,452.0,468.0,5
1624,430,95.0,12350,9,1,1,5,5,5,2020.0,2020,2020,5,2,4,1,1,0,404000.0,896.0,1232.0,7
1625,2618,69.05520046484602,18275,7,44,8,3,3,3,1438.0,1900,2448,3,2,4,0,0,0,277500.0,441.0,636.0,9
1626,245,77.0,9206,6,25,25,4,4,3,741.0,977,1732,4,3,3,0,0,0,178000.0,476.0,0.0,7
1627,462,48.0,6240,8,3,3,4,4,5,1324.0,1324,1324,4,3,4,0,1,0,254000.0,550.0,863.0,6
1628,182,68.0,9656,2,87,40,3,2,3,678.0,832,832,3,1,4,0,0,0,12789.0,780.0,0.0,5
1629,1625,63.0,7875,7,12,11,3,4,4,1237.0,1253,1253,3,3,3,0,0,0,176000.0,402.0,0.0,6
1630,2381,111.0,16259,9,0,0,3,5,5,1249.0,1249,2596,4,2,0,0,1,0,342643.0,840.0,0.0,9
1631,1827,69.05520046484602,6173,5,40,40,3,3,3,876.0,902,902,3,1,0,0,0,0,125500.0,288.0,599.0,6
1632,1580,75.0,12890,6,19,19,3,4,5,1495.0,1495,1495,3,1,3,0,0,0,150000.0,438.0,0.0,8
1633,1803,84.0,10440,8,0,0,5,4,5,1574.0,1584,1584,5,3,4,0,0,0,261329.0,594.0,0.0,6
1634,1132,63.0,7500,7,4,3,3,4,5,1080.0,1080,1080,4,0,0,0,0,0,141000.0,0.0,680.0,6
1635,1941,75.0,9532,4,54,54,3,3,4,1105.0,1647,1647,3,3,2,0,0,0,153000.0,280.0,595.0,6
1636,1742,53.0,3922,7,1,0,4,5,5,1258.0,1258,1258,4,3,4,0,0,0,172500.0,648.0,0.0,6
1637,2026,60.0,8730,6,92,4,3,3,5,698.0,698,1396,3,1,0,0,0,0,153575.0,384.0,0.0,7
1638,2245,60.0,6060,5,77,0,4,3,5,837.0,1001,1001,4,1,0,0,0,0,124900.0,216.0,737.0,5
1639,1691,107.0,14450,9,1,0,5,5,5,2121.0,2121,2121,5,3,5,1,1,0,415298.0,732.0,0.0,8
1640,725,60.0,5400,6,89,59,2,3,5,972.0,1044,1480,3,1,0,0,0,0,119000.0,207.0,0.0,6
1641,1787,85.0,10000,8,1,1,4,4,5,1588.0,1588,1588,4,2,4,0,0,0,227000.0,825.0,0.0,7
1642,1216,72.0,10007,5,49,2,4,3,5,1053.0,1053,1053,4,2,0,0,0,0,145500.0,312.0,806.0,5
1643,2654,52.0,7830,3,85,56,3,2,3,492.0,492,492,3,1,0,0,0,0,61500.0,200.0,416.0,3
1644,2310,90.0,11727,7,37,37,3,3,4,1851.0,1851,1851,3,3,3,1,0,0,192100.0,506.0,0.0,8
1645,761,60.0,10320,6,94,44,3,3,5,698.0,754,1403,3,1,0,0,0,0,116000.0,308.0,276.0,7
1646,1884,65.0,10482,6,49,49,3,3,5,588.0,1138,1138,3,2,0,0,0,0,145000.0,264.0,507.0,6
1647,449,110.0,15274,9,6,6,4,5,5,2452.0,2452,2452,5,3,4,1,1,0,445000.0,886.0,1972.0,10
1648,856,61.0,8800,5,32,1,3,4,3,1040.0,1040,1040,4,1,0,0,0,0,150500.0,484.0,532.0,5
1649,11,75.0,10000,6,17,16,3,4,4,763.0,763,1655,3,3,3,0,0,0,175900.0,440.0,0.0,7
1650,389,78.0,10140,6,35,35,3,3,5,1116.0,1116,1116,3,2,3,0,0,0,167900.0,528.0,888.0,6
1651,2415,58.0,14054,7,0,0,4,4,5,879.0,879,1863,4,3,4,0,0,0,219210.0,660.0,0.0,9
1652,77,70.0,11218,6,18,18,4,4,5,1055.0,1055,1845,4,2,3,0,0,0,189000.0,462.0,0.0,8
1653,1238,74.0,8856,5,51,51,3,3,3,1176.0,1176,1176,3,2,4,0,0,0,136500.0,292.0,621.0,6
1654,223,65.0,7800,5,44,2,3,3,5,864.0,892,892,4,1,0,0,0,0,137900.0,416.0,240.0,5
1655,723,60.0,7200,5,99,3,3,3,3,1022.0,1022,1022,3,1,0,0,0,0,85000.0,280.0,247.0,4
1656,2562,89.0,10680,5,55,55,3,3,3,2136.0,2136,2136,3,1,0,1,0,0,137900.0,528.0,756.0,7
1657,995,59.0,9535,6,10,10,3,4,5,926.0,926,1604,3,3,0,0,0,0,195500.0,472.0,851.0,7
1658,287,66.0,6858,6,95,60,3,4,3,806.0,841,1647,2,1,0,0,0,0,128000.0,216.0,0.0,6
1659,1152,75.0,8100,5,47,1,3,3,5,864.0,864,864,4,1,3,0,0,0,135000.0,420.0,764.0,5
1660,1449,69.05520046484602,9216,5,33,33,3,3,3,1076.0,1076,1076,3,1,2,0,0,0,143195.0,576.0,294.0,5
1661,1330,50.0,9100,5,78,48,3,3,3,742.0,779,935,3,1,0,0,0,0,79500.0,308.0,0.0,4
1662,1134,67.0,12774,7,5,4,4,4,5,835.0,835,1663,4,2,0,0,0,0,192500.0,478.0,0.0,8
1663,706,50.0,6000,5,59,39,3,3,3,768.0,768,1328,3,1,0,0,0,0,129500.0,308.0,384.0,6
1664,1617,69.05520046484602,10364,6,12,11,3,4,4,806.0,806,1572,3,3,3,0,0,0,168000.0,373.0,0.0,7
1665,1339,50.0,6000,6,69,58,3,3,5,739.0,874,1342,3,1,4,0,0,0,105000.0,240.0,264.0,7
1666,1664,69.05520046484602,10530,6,36,36,3,3,3,981.0,981,981,3,1,0,0,0,0,143250.0,576.0,282.0,5
1667,1433,75.0,9525,5,13,2,3,4,5,1099.0,1099,1099,4,1,0,0,0,0,144000.0,352.0,0.0,6
1668,75,69.05520046484602,8880,7,16,8,4,4,5,948.0,1222,2110,4,2,2,0,0,0,205000.0,463.0,695.0,8
1669,2255,82.0,8410,6,33,33,3,4,3,970.0,1026,1026,3,1,1,0,0,0,143000.0,528.0,924.0,5
1670,1170,42.0,4385,9,7,7,4,5,5,1419.0,1419,1419,5,3,3,0,0,0,290000.0,588.0,964.0,5
1671,45,100.0,12919,9,1,0,5,5,5,2330.0,2364,2364,5,3,4,1,1,0,611657.0,820.0,2188.0,11
1672,836,82.0,12464,5,13,13,3,4,4,1040.0,1040,1040,4,1,0,0,0,0,152000.0,576.0,732.0,6
1673,8,43.0,5005,8,18,18,4,4,5,1280.0,1280,1280,4,2,0,0,1,0,191500.0,506.0,263.0,5
1674,1704,76.0,9591,8,3,2,4,5,5,1143.0,1143,2473,4,2,4,0,1,0,317000.0,852.0,0.0,9
1675,2068,70.0,6960,7,67,9,3,3,5,680.0,798,1302,4,1,4,0,0,0,165250.0,224.0,258.0,6
1676,1488,75.0,9825,5,42,42,3,3,3,1092.0,1092,1092,3,1,0,0,0,0,123000.0,264.0,609.0,6
1677,1391,88.0,14175,6,52,52,3,3,3,988.0,1188,1188,3,1,3,0,0,0,185000.0,621.0,776.0,4
1678,2633,74.0,7400,7,44,44,3,3,4,1045.0,1045,1045,3,1,0,0,0,0,120000.0,528.0,809.0,6
1679,1872,88.0,10738,6,41,41,3,3,4,1093.0,1093,1093,3,2,2,0,0,0,158500.0,484.0,792.0,6
1680,1138,65.0,8366,6,4,4,4,4,5,798.0,798,1640,4,2,0,0,0,0,173000.0,520.0,0.0,6
1681,1899,70.0,9842,4,45,45,3,0,3,0.0,1224,1224,3,1,0,0,0,0,101800.0,462.0,0.0,6
1682,915,60.0,7200,7,73,2,4,4,5,560.0,575,1135,4,2,0,0,0,0,155000.0,576.0,350.0,6
1683,660,60.0,10230,5,84,59,3,3,5,1054.0,1078,1078,5,1,0,0,0,0,125000.0,264.0,0.0,6
1684,2004,52.0,8626,4,51,51,3,0,4,0.0,968,968,3,1,0,0,0,0,104500.0,331.0,0.0,5
1685,443,74.0,8834,9,5,4,4,5,5,1462.0,1462,2224,5,3,4,0,1,0,350000.0,738.0,1170.0,10
1686,2627,60.0,8544,3,56,56,3,0,4,0.0,1040,1040,3,1,0,0,0,0,93500.0,400.0,0.0,6
1687,1438,68.0,9179,7,9,9,4,4,5,873.0,882,1790,4,2,0,0,0,0,193000.0,588.0,633.0,7
1688,1525,79.0,11526,6,86,14,3,5,2,588.0,1423,2555,3,3,4,0,0,0,191000.0,672.0,0.0,11
1689,2644,70.0,5684,6,76,1,3,3,5,813.0,813,813,4,1,0,0,0,0,110000.0,270.0,0.0,5
1690,866,69.05520046484602,11885,8,8,8,4,4,5,1299.0,1299,1872,5,2,3,0,0,0,261500.0,531.0,990.0,7
1691,620,80.0,9600,5,53,53,3,3,4,1050.0,1050,1050,3,1,0,0,0,0,128900.0,338.0,504.0,5
1692,2451,114.0,17242,9,13,12,4,5,5,1733.0,1933,3500,5,2,3,1,1,1,584500.0,959.0,292.0,11
1693,2186,75.0,10215,4,53,53,3,3,5,864.0,948,948,3,1,0,0,0,0,111000.0,248.0,492.0,5
1694,2025,60.0,8550,5,81,57,3,2,3,750.0,960,1316,3,1,0,0,0,0,90000.0,576.0,0.0,7
1695,1916,69.05520046484602,18450,6,42,28,3,4,3,1021.0,1465,2380,3,1,1,0,0,0,129000.0,596.0,187.0,7
1696,1542,69.05520046484602,14778,6,54,2,4,3,5,1296.0,1640,1640,4,1,4,0,0,0,224000.0,924.0,728.0,7
1697,1163,30.0,3180,6,3,3,4,4,5,600.0,600,1200,4,2,0,0,0,0,165000.0,480.0,390.0,5
1698,205,52.0,3068,6,90,17,3,3,5,662.0,662,1324,3,1,0,0,0,0,122000.0,180.0,0.0,6
1699,2261,68.0,8298,8,1,0,4,4,5,1546.0,1564,1564,5,2,4,0,0,0,267300.0,502.0,583.0,6
1700,423,104.0,13518,9,1,0,5,5,5,1926.0,1966,3140,5,3,4,1,1,1,485000.0,820.0,0.0,11
1701,2687,90.0,33120,6,44,44,3,3,3,1595.0,1611,2486,3,1,4,0,0,0,220000.0,576.0,0.0,8
1702,1436,69.05520046484602,13142,6,11,11,3,4,5,864.0,872,1771,4,2,0,0,0,0,215700.0,600.0,688.0,6
1703,444,107.0,11362,8,5,4,4,5,5,1836.0,1836,1836,4,3,4,1,1,0,280000.0,862.0,1039.0,7
1704,1067,92.0,10845,8,5,4,4,4,5,1603.0,1575,1575,4,3,3,0,1,0,284000.0,732.0,1149.0,7
1705,2290,21.0,1936,4,37,37,3,4,4,630.0,630,630,3,0,0,0,0,0,84500.0,0.0,131.0,3
1706,168,80.0,9760,6,47,26,3,3,3,1395.0,1395,1395,3,2,3,0,0,0,192000.0,440.0,717.0,7
1707,2643,66.0,3960,7,76,56,3,3,3,502.0,502,1004,4,1,1,0,0,0,105000.0,200.0,0.0,5
1708,2802,70.0,9100,7,2,1,4,4,5,1860.0,1836,1836,4,3,4,1,0,0,216837.0,484.0,24.0,8
1709,1224,80.0,9600,5,48,48,2,3,3,1296.0,1496,1496,4,2,0,0,0,0,141500.0,450.0,658.0,6
1710,1382,57.0,9764,5,41,5,3,3,5,894.0,894,894,4,2,0,0,0,0,130000.0,450.0,702.0,5
1711,853,60.0,8430,5,31,31,3,4,3,1040.0,1040,1040,3,0,0,0,0,0,124000.0,0.0,616.0,5
1712,2237,50.0,9060,5,84,8,3,4,5,859.0,942,1828,4,0,0,0,0,0,150909.0,473.6717073170732,548.0,6
1713,2585,66.0,12778,5,54,3,3,3,5,1008.0,1008,1008,3,2,0,0,0,0,139500.0,280.0,658.0,4
1714,2193,60.0,8172,4,52,52,3,3,3,864.0,864,864,3,1,0,0,0,0,79275.0,528.0,682.0,5
1715,2262,64.0,9037,8,1,1,4,4,5,1476.0,1484,1484,5,2,4,0,0,0,265900.0,472.0,428.0,6
1716,1528,52.0,6292,6,78,58,3,4,3,768.0,790,790,3,1,0,0,0,0,91000.0,160.0,384.0,4
1717,370,85.0,11900,5,32,32,3,4,5,1122.0,946,1934,3,1,3,0,0,0,185000.0,567.0,400.0,6
1718,2629,70.0,7945,5,47,47,3,3,5,1150.0,1150,1150,3,2,0,0,0,0,141000.0,300.0,179.0,6
1719,1703,134.0,16659,8,0,-1,4,4,5,1582.0,1582,2152,4,1,4,0,1,0,260116.0,728.0,0.0,7
1720,793,50.0,9340,4,68,59,3,3,3,672.0,672,672,3,1,0,0,0,0,113000.0,234.0,344.0,4
1721,1429,69.05520046484602,11454,8,13,13,4,4,5,1401.0,1511,1511,4,3,2,0,0,0,225000.0,811.0,770.0,6
1722,648,80.0,8480,5,64,59,3,3,3,793.0,793,793,2,1,0,0,0,0,113000.0,240.0,700.0,4
1723,279,65.0,6305,6,35,35,3,3,3,1008.0,1096,1096,3,1,2,0,0,0,125200.0,352.0,528.0,5
1724,1705,82.0,9709,8,0,0,5,5,5,918.0,958,2100,5,3,4,0,1,0,319500.0,786.0,778.0,8
1725,1257,60.0,10930,5,63,58,3,3,3,913.0,1048,1558,3,1,3,0,0,0,140000.0,288.0,580.0,6
1726,2894,69.05520046484602,50102,6,48,48,3,4,3,1632.0,1650,1650,3,1,4,0,0,0,250764.0,518.0,909.0,6
1727,1062,74.0,8899,8,1,1,5,4,5,948.0,948,2088,4,3,4,0,1,0,250000.0,656.0,40.0,10
1728,1729,65.0,10237,6,2,1,4,4,5,768.0,768,1536,4,3,4,0,0,0,176000.0,400.0,0.0,6
1729,1925,80.0,9736,6,50,38,3,3,4,1331.0,1721,1721,3,1,3,0,0,0,174850.0,464.0,668.0,8
1730,415,24.0,2364,6,31,31,3,4,3,804.0,804,1548,3,1,3,0,0,0,147000.0,440.0,320.0,7
1731,78,55.0,7892,6,31,31,3,4,3,918.0,918,918,3,1,3,0,0,0,99500.0,264.0,0.0,5
1732,428,95.0,12350,9,0,0,4,5,5,1365.0,1365,2690,5,2,4,0,1,1,398800.0,864.0,986.0,8
1733,1756,62.0,7917,6,8,7,3,4,5,953.0,953,1647,3,2,3,0,0,0,175000.0,460.0,0.0,7
1734,1280,60.0,7200,5,54,54,3,3,3,825.0,825,825,3,1,0,0,0,0,109500.0,350.0,0.0,4
1735,1928,69.05520046484602,12155,6,37,37,3,4,4,1657.0,1657,1657,3,1,3,0,0,0,163500.0,484.0,1237.0,7
1736,2671,69.05520046484602,7446,4,65,56,3,3,3,788.0,788,788,3,0,3,0,0,0,100000.0,0.0,266.0,4
1737,2501,105.0,11025,8,14,13,4,5,5,1334.0,1520,2826,4,2,3,0,1,1,334000.0,888.0,1118.0,9
1738,225,65.0,7832,5,42,42,3,3,5,864.0,864,864,3,1,0,0,0,0,137250.0,280.0,775.0,4
1739,2317,134.0,19378,7,1,0,4,4,5,1392.0,1392,2462,4,2,4,0,0,0,320000.0,576.0,57.0,9
1740,160,69.05520046484602,9830,5,51,4,3,3,5,1063.0,1287,1287,4,3,4,0,0,0,162000.0,576.0,72.0,7
1741,100,69.05520046484602,4403,7,1,1,5,5,5,1470.0,1478,1478,4,3,4,0,0,0,222000.0,484.0,578.0,7
1742,482,69.05520046484602,8174,7,6,6,4,4,5,698.0,698,1342,4,3,3,0,0,0,178000.0,393.0,494.0,7
1743,177,60.0,7200,5,70,18,3,3,3,788.0,804,804,4,1,4,0,0,0,119000.0,240.0,510.0,4
1744,1971,69.0,7590,5,45,45,3,3,3,864.0,876,1812,3,2,3,0,0,0,169500.0,264.0,540.0,8
1745,484,69.05520046484602,8795,7,9,9,4,4,5,952.0,980,2256,4,3,3,0,0,0,236000.0,554.0,300.0,8
1746,1561,44.0,3843,8,1,0,5,5,5,1596.0,1648,1648,5,3,4,0,0,0,294464.0,525.0,1476.0,5
1747,992,85.0,11075,6,39,39,3,2,3,952.0,1092,2112,3,1,4,0,0,0,206900.0,576.0,500.0,9
1748,73,76.0,10142,7,6,6,4,4,5,956.0,956,2084,4,2,0,0,0,0,233000.0,618.0,656.0,8
1749,2646,56.0,7741,6,82,56,3,3,4,1032.0,1032,1032,3,1,0,0,0,0,108000.0,280.0,143.0,5
1750,994,65.0,8139,6,13,12,3,4,4,680.0,680,1470,3,3,3,0,0,0,165000.0,420.0,476.0,7
1751,2138,45.0,8982,5,30,30,3,4,3,1040.0,1040,1040,3,1,0,0,0,0,134900.0,748.0,539.0,5
1752,2013,51.0,6120,5,68,57,4,3,5,884.0,884,884,3,1,0,0,0,0,113000.0,240.0,0.0,5
