,index,id,pid,ms_subclass,ms_zoning,lot_front,lot_area,street,alley,lot_shape,land_contour,util,lot_config,land_slope,neighborhood,cond_1,cond_2,bldg_type,house_style,overall_qual,overall_cond,age,remod_age,roof_style,roof_matl,ext_1st,ext_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type1,bsmtfin_sf1,bsmt_type2,bsmt_sf2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,kitchen_qual,tot_rms_abv_grd,functional,fireplace,fireplace_qu,garage_type,garage_finish,garag_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,sale_type,sale_price,gr_liv_area_class,sale_price_classified,total_bsmt_sf_class,neighborhood_class
1254,1254,1588,921201060,20,RL,85.0,11447,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,3,2,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1571.0,Unf,0.0,393.0,1964.0,GasA,Ex,Y,SBrkr,1964,0,0,1964,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,892.0,TA,TA,Y,0,265,0,0,0,0,0,6,WD ,370000.0,0,1,1,0
1255,1255,2111,906392080,20,RL,64.0,7242,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1270.0,1270.0,GasA,Ex,Y,SBrkr,1270,0,0,1270,0.0,0.0,2,0,2,1,Gd,6,Typ,0,NoFireplace,Attchd,RFn,2.0,524.0,TA,TA,Y,0,96,0,0,0,0,0,7,WD ,175900.0,0,0,0,0
1256,1256,813,906226120,90,RL,64.0,7018,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,30,30,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1120,1120,0,2240,0.0,0.0,2,0,6,2,TA,12,Typ,0,NoFireplace,Detchd,Unf,2.0,528.0,TA,TA,Y,154,0,0,0,0,0,0,6,WD ,142953.0,0,0,0,0
1257,1257,1854,533250190,120,RL,50.0,9466,Pave,NoAlley,IR2,Lvl,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,13,12,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,LwQ,457.0,ALQ,1037.0,0.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,478.0,TA,TA,Y,0,30,0,0,217,0,0,5,WD ,279700.0,0,0,0,0
1258,1258,2575,535152280,20,RL,70.0,8400,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,49,49,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,GasA,Gd,Y,SBrkr,1364,0,0,1364,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1.0,331.0,TA,TA,Y,0,60,0,0,0,0,0,3,WD ,132000.0,0,0,0,0
1259,1259,867,907253130,60,RL,69.05520046484602,11050,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,9,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,GasA,Ex,Y,SBrkr,1476,677,0,2153,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,Fin,3.0,736.0,TA,TA,Y,253,142,0,0,0,0,0,5,WD ,313000.0,0,1,0,0
1260,1260,2879,911175360,50,C (all),60.0,11040,Pave,NoAlley,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,86,56,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,0.0,0.0,637.0,GasA,Gd,Y,SBrkr,897,439,0,1336,0.0,0.0,1,1,3,1,TA,7,Typ,0,NoFireplace,CarPort,Unf,1.0,570.0,TA,TA,Y,0,47,120,0,0,0,0,9,COD,108000.0,0,0,0,0
1261,1261,1494,908128110,60,RL,60.0,6931,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,5,4,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,Ex,Y,SBrkr,760,896,0,1656,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,397.0,TA,TA,Y,178,128,0,0,0,0,0,7,WD ,165400.0,0,0,0,0
1262,1262,2771,907130110,60,RL,65.0,12438,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,5,11,11,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,781.0,781.0,GasA,Ex,Y,SBrkr,795,704,0,1499,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,473.0,TA,TA,Y,413,91,0,0,0,0,0,8,WD ,187000.0,0,0,0,0
1263,1263,496,528321010,60,RL,174.0,15138,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,14,13,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,689.0,Unf,0.0,773.0,1462.0,GasA,Ex,Y,SBrkr,1490,1304,0,2794,1.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,Fin,3.0,810.0,TA,TA,Y,0,146,202,0,0,0,0,7,WD ,403000.0,1,1,0,1
1264,1264,1651,527327050,60,RL,69.05520046484602,12046,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,31,31,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156.0,Unf,0.0,692.0,848.0,GasA,TA,Y,SBrkr,1118,912,0,2030,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,551.0,TA,TA,Y,0,224,0,0,0,0,0,6,WD ,195000.0,0,0,0,0
1265,1265,1913,535105110,80,RL,100.0,9600,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,46,46,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,TA,TA,CBlock,TA,TA,Av,ALQ,600.0,Unf,0.0,618.0,1218.0,GasA,TA,Y,SBrkr,1254,0,0,1254,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2.0,525.0,TA,TA,Y,0,0,0,0,168,0,0,5,WD ,158500.0,0,0,0,0
1266,1266,2790,907251100,60,RL,90.0,11367,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,4,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,Unf,0.0,133.0,1065.0,GasA,Ex,Y,SBrkr,1091,898,0,1989,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,586.0,TA,TA,Y,199,60,0,0,0,0,0,11,WD ,255000.0,0,0,0,0
1267,1267,1541,909428170,20,RL,56.0,26073,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,52,52,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,1898.0,GasA,Ex,Y,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,51,224,0,0,0,0,4,WD ,236500.0,0,0,1,0
1268,1268,1684,527455250,20,RL,65.0,7150,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,41,41,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,TA,TA,CBlock,TA,TA,No,BLQ,725.0,Unf,0.0,263.0,988.0,GasA,TA,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Detchd,Unf,1.0,360.0,TA,TA,Y,0,0,0,0,0,0,0,11,WD ,129250.0,0,0,0,0
1269,1269,301,909475140,20,RL,100.0,15602,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,51,13,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247.0,Unf,0.0,254.0,1501.0,GasA,TA,Y,SBrkr,1801,0,0,1801,1.0,0.0,2,0,1,1,TA,6,Typ,2,TA,Attchd,Fin,2.0,484.0,TA,TA,Y,0,54,0,0,161,0,0,3,WD ,289000.0,0,0,0,0
1270,1270,1569,914476080,90,RL,76.0,10260,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,32,32,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,TA,Y,SBrkr,936,936,0,1872,0.0,0.0,2,2,4,2,TA,8,Typ,0,NoFireplace,Attchd,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,0,11,WD ,100000.0,0,0,0,0
1271,1271,2153,907275150,60,RL,69.05520046484602,12728,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1198.0,Unf,0.0,333.0,1531.0,GasA,Ex,Y,SBrkr,1531,908,0,2439,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,560.0,TA,TA,Y,184,121,0,0,0,0,0,1,WD ,275000.0,0,0,0,0
1272,1272,1467,907265100,60,RL,96.0,11690,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,9,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,850.0,850.0,GasA,Ex,Y,SBrkr,886,878,0,1764,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2.0,560.0,TA,TA,Y,120,29,0,0,0,0,0,6,WD ,207000.0,0,0,0,0
1273,1273,2540,534226060,20,RL,71.0,9230,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,41,8,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200,0,0,1200,1.0,0.0,1,1,1,1,Gd,6,Typ,0,NoFireplace,Detchd,Unf,2.0,884.0,TA,TA,Y,0,64,0,0,0,0,0,10,WD ,146000.0,0,0,0,0
1274,1274,2368,527450460,160,RM,21.0,1890,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,7,34,34,Gable,CompShg,HdBoard,HdBoard,BrkFace,380.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,Unf,0.0,212.0,494.0,GasA,Ex,Y,SBrkr,494,536,0,1030,0.0,0.0,1,1,3,1,TA,6,Typ,0,NoFireplace,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,0,7,WD ,116000.0,0,0,0,0
1275,1275,874,907285020,60,RL,69.05520046484602,9375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,12,11,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739.0,Unf,0.0,318.0,1057.0,GasA,Ex,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,Gd,8,Typ,0,NoFireplace,Attchd,RFn,2.0,645.0,TA,TA,Y,576,36,0,0,0,0,0,2,WD ,219500.0,0,0,0,0
1276,1276,463,528188020,120,RL,48.0,3480,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,6,6,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,0,11,WD ,173000.0,0,0,0,1
1277,1277,784,905377010,20,RL,69.05520046484602,17140,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,53,53,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1059.0,Unf,0.0,75.0,1134.0,GasA,Ex,Y,FuseA,1229,0,0,1229,0.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Attchd,RFn,1.0,284.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,135000.0,0,0,0,0
1278,1278,2149,907260050,60,RL,70.0,8749,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,654.0,Unf,0.0,325.0,979.0,GasA,Ex,Y,SBrkr,992,940,0,1932,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,610.0,TA,TA,Y,0,120,0,0,0,0,0,6,WD ,213000.0,0,0,0,0
1279,1279,2069,905226130,20,RL,91.0,11375,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,53,12,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,736.0,Unf,0.0,231.0,967.0,GasA,TA,Y,SBrkr,1299,0,0,1299,0.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,494.0,TA,TA,Y,81,0,280,0,0,0,0,10,WD ,150000.0,0,0,0,0
1280,1280,1743,528228275,120,RL,53.0,3922,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,648.0,TA,TA,Y,120,16,0,0,0,0,0,2,New,194201.0,0,0,0,0
1281,1281,472,528228450,120,RL,43.0,3182,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,4,3,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1330.0,1346.0,GasA,Ex,Y,SBrkr,1504,0,0,1504,0.0,0.0,2,0,1,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,457.0,TA,TA,Y,156,0,0,0,0,0,0,5,WD ,181000.0,0,0,0,0
1282,1282,1921,535154080,20,RL,75.0,9750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,49,49,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608.0,Unf,0.0,834.0,1442.0,GasA,Gd,Y,SBrkr,1442,0,0,1442,0.0,0.0,1,1,4,1,TA,7,Typ,0,NoFireplace,Attchd,RFn,1.0,301.0,TA,TA,Y,0,0,275,0,0,0,500,4,COD,157900.0,0,0,0,0
1283,1283,2778,907187010,60,RL,72.0,13426,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,894.0,Unf,0.0,57.0,951.0,GasA,Ex,Y,SBrkr,951,828,0,1779,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,586.0,TA,TA,Y,208,107,0,0,0,0,0,9,WD ,217000.0,0,0,0,0
1284,1284,526,528480040,60,FV,85.0,10574,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,4,3,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1082,871,0,1953,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3.0,1043.0,TA,TA,Y,160,50,0,0,0,0,0,5,WD ,252000.0,0,0,0,0
1285,1285,2795,907262080,60,RL,70.0,8726,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,872.0,872.0,GasA,Ex,Y,SBrkr,872,1037,0,1909,0.0,0.0,2,1,4,1,Gd,8,Typ,0,NoFireplace,BuiltIn,RFn,2.0,529.0,TA,TA,Y,0,108,0,0,0,0,0,9,WD ,197000.0,0,0,0,0
1286,1286,478,528240030,60,RL,62.0,7984,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,5,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,868,762,0,1630,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,436.0,TA,TA,Y,120,48,0,0,0,0,0,9,WD ,189500.0,0,0,0,0
1287,1287,2841,909101050,50,RL,45.0,8248,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,88,56,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,686.0,GasW,Gd,Y,SBrkr,686,564,0,1250,0.0,1.0,1,1,3,1,Fa,7,Typ,0,NoFireplace,Detchd,Unf,1.0,280.0,TA,TA,P,207,0,96,0,0,0,0,7,WD ,116000.0,0,0,0,0
1288,1288,119,534251320,20,RL,69.05520046484602,9790,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,47,47,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Rec,81.0,678.0,1328.0,GasA,TA,Y,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2.0,528.0,TA,TA,Y,0,26,0,0,0,0,0,6,WD ,143000.0,0,0,0,0
1289,1289,1960,535451040,20,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,57,57,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534.0,Rec,96.0,246.0,876.0,GasA,TA,Y,SBrkr,988,0,0,988,0.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Attchd,Unf,1.0,276.0,TA,TA,Y,0,80,0,0,0,0,0,5,WD ,119000.0,0,0,0,0
1290,1290,1277,535455090,50,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,54,54,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,673.0,Unf,0.0,181.0,854.0,GasA,Fa,Y,FuseA,854,424,0,1278,0.0,0.0,1,0,4,1,TA,6,Typ,0,NoFireplace,Attchd,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,0,4,WD ,127500.0,0,0,0,0
1291,1291,2466,528480110,60,FV,65.0,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,858.0,858.0,GasA,Ex,Y,SBrkr,858,858,0,1716,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NoFireplace,Attchd,RFn,2.0,615.0,TA,TA,Y,0,53,0,0,0,0,0,2,WD ,200825.0,0,0,0,0
1292,1292,2844,909101330,30,RL,60.0,8088,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,2,3,84,51,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,498.0,498.0,GasA,TA,N,FuseF,498,0,0,498,0.0,0.0,1,0,1,1,TA,3,Typ,0,NoFireplace,Detchd,Unf,1.0,216.0,Fa,Fa,N,0,0,100,0,0,0,0,2,ConLD,35000.0,0,0,0,0
1293,1293,1028,527357180,60,RL,69.05520046484602,12511,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,30,30,Mansard,WdShake,Plywood,Plywood,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,ALQ,988.0,Unf,0.0,432.0,1420.0,GasA,Ex,Y,SBrkr,1420,1420,0,2840,0.0,1.0,2,1,4,1,Gd,8,Min2,2,Gd,Attchd,Fin,4.0,1314.0,TA,Gd,Y,0,16,0,0,208,0,0,12,WD ,292500.0,1,0,0,0
1294,1294,1043,527451060,160,RM,21.0,1869,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,38,38,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321.0,Unf,0.0,162.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,NoFireplace,Detchd,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,0,9,WD ,106000.0,0,0,0,0
1295,1295,231,905201030,30,RL,94.0,9259,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,83,60,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,TA,N,SBrkr,756,0,0,756,0.0,0.0,1,0,2,1,TA,4,Typ,0,NoFireplace,Detchd,Unf,2.0,440.0,TA,TA,N,80,0,0,0,0,0,0,6,WD ,85000.0,0,0,0,0
1296,1296,461,528186010,20,RL,129.0,16770,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,7,6,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,Unf,0.0,516.0,1712.0,GasA,Ex,Y,SBrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3.0,701.0,TA,TA,Y,218,183,0,0,0,0,0,9,WD ,286500.0,0,0,1,1
1297,1297,33,527452190,120,RL,53.0,4043,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,33,33,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,360.0,Unf,0.0,709.0,1069.0,GasA,TA,Y,SBrkr,1069,0,0,1069,0.0,0.0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,RFn,2.0,440.0,TA,TA,Y,0,55,0,0,165,0,0,7,WD ,127500.0,0,0,0,0
1298,1298,1795,528456230,20,FV,75.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,1,0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1335.0,1335.0,GasA,Ex,Y,SBrkr,1335,0,0,1335,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NoFireplace,Attchd,RFn,2.0,575.0,TA,TA,Y,0,210,0,0,0,0,0,6,New,210400.0,0,0,0,0
1299,1299,1073,528186030,120,RL,62.0,12677,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,0,4,WD ,274000.0,0,0,0,1
1300,1300,1576,916384100,60,RL,107.0,12852,Pave,NoAlley,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,1,1,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,770.0,Unf,0.0,150.0,920.0,GasA,Ex,Y,SBrkr,920,860,0,1780,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,612.0,TA,TA,Y,0,192,0,0,0,0,0,1,New,264966.0,0,0,0,0
